"binder";"docid";"class";"text"
"Tobacco800";"adh36e00-page2_2";"NextPage";"Mr. Scott Yasuda                                            Page 2                                                                  I                                                             CONFIDENTIAL       As you are no doubt aware, MARLBORO is the world*s leading cigarette and one of the most faraous of all American trademarks. Moreover, while cigarettes are our major product, substantial business is done in several areas and, as you are also, no doubt, aware, MARLBORO.Sponsors several race cars and racing teams around the world, including the world Champion MARLBORO-McLaren racing team.       MARLBORO, the MARLBORO Roof Design, and the combination thereof are all trademarks owned by Philip Morris. In addition, we also own United States Registration No. 1400689 for MARLBORO WORLD CHAMPIONSHIP TEAM (& racing car), (& Red Roof Design), which covers ""entertainment Services, namely conducting car racing events."" Similar rights are in existence in almost every country world-wide. Accordingly, the usage of our trademarks and those confusingly similar therewith infringe our trademark rights under federal and state laws, our common law trademark and state unfair competition rights, and our rights under national and international laws in other countries.       In the circumstances, we must demand that you cease all such usage and that you recall all games currently existing in the marketplace. It will be appreciated, that as long as these games remain in the marketplace, they constitute continuing infringements of our rights in and to the MARLBORO, MARLBORO Roof Device, and MARLBORO & Roof Device trademarks and tradedress. Moreover, this demand should be considered as one also for your parent Company, to the extent that such games are in the marketplace in other countries.       This is an extremely serious matter to us, and we therefore must have your favorable reply without delay, in the hopes that we can yet resolve the matter amicably, and without resort to litigation. BMK:imz C: 11-172.LTR  000002 2046606989"
"Tobacco800";"adn64a00-page02_1";"FirstPage";" Mar-02-SS 13:4?   Frcffi-  +232347S5S5  i-m p.22/07 f-m WaCHT£1_Ut i-lFTON, ROSEN & KaTZ                                                                                            viPTQn                                                                                    xERBERT M. «ChTEXl tbcus*?« ?€A*4m w» fWfiSBMat &, rh-TCwCR £. StetCj* R gaffw* «««fcSS T CnAtytj #aStf&**A petm c. cawevlos tt*€ft*Cfc m. £CfWf*JfT£ Ak-AJkri Jfc_ jwmfth £*r<*t ■*> ftj*r£S             9. #€&e**tT3: RC=»CH7 ft, t+~3vP füUU v*£C*£*Ott££k jR» PETR* C« i«(«f          S »OvlrtOFP PAV4P M CtwOJ*»* *s«*eTn a formst *4£rtR *. pwPPvQw TjtPqpq«^ » juJ9v>£ Bftwff? 9. f(£fCUnt' fttCo*R0 P ^£*«fcTP£*t &m«wJ^*£FF £&£?*. ftOT* yfARfttw ft. STSR** M35**Es* k. ftröwv?? PAVV ROwC K^BC wOU*3*-* ÖAVJÖ CftwC*««** FATftoCj*. R VkfcWIWt*» STBFJtE» S« GEfckAfAN 5CT« A, flfiPlAM P*«0*Rä &3ttS?K£ STtf^Cw Ap ROBCm&U«*« PjM#C^A 5 StT**Ott BTC*W*ä¥£ sk B£we&M* £Ai£ S. «9«^äali CjaIOTT V, STOB wQmm F* 5-***Ndib sm*t n. awBMv* c. tco^BTOft Frt«J0f WlftöWS fi^P >. -*OCn ^ 5€tt«Afl?£ ***** 9 c^C^iCk CÄ*v£fc *f*T wa£5£R«a^ At?+n P Emmi SCOBSC Th CÖttWAf ttl RaaPh m. &£*£»£           c-. ma^PV ***?£* C f^CdCh* fiduduAi < j4A?£& £*¥*& A. Sti-ft ftftfttM RAMfiVM Sa»iR a> **T2            S- PftJSÄft^ft jvg-j*C          c?OTTS -iSPPfiC» Rr ftPFPA                                                                                           m n^vfflUT           K w^ThCR  BY HAND      WEST ££?*& STREET T*EW TOflS, »«Tr föOlS-ß*SG TStEPMO^e: £2*21 ^03- iOOO FACSmii-E:    i£i£i 40a-£GOO      Z27 w«T «Ofcftöff 5Tft«T      CHICAGO* i^yHOtS £o££€ T£L£PnOwE:i3ia£ Ä3a*ÖQBÖ rAcst^j^e; ts>2* ase-ssas  GföftGE Ri M7Z*4MS-<e»j  february 21f 1998  Kerry  The Honorable John F.  United States Senate  421 Russell Senate Office Building  Hashington, D. C. 2051Q  EO*wGG4r                                                                                                                                                       r«bWAR T. -**vPh F mf*G «TER P                         «EPfeiCJf vEÖäaRG * ^fi£« >Ä**T H            » HAI?»? PCßOF*ri v **mä tn£vom £ «ÖftsttfZ TO*w ?. MjwEfi              AgPüJII Olfc-lT-g 5AaCj~Et a PfiftKi 2TWRT CT PCSm*?-?OCnfiv{S Coa£» BC# M. GERFW+* AKpAtM j hw99tAUW **Cr>£btC &tt.V£ßä£aG 3rE**£tt ft* ^AVi& i, gftlM STCv^a a. ccnEtt f cmc v, prc** PwtA P. S^kOTAff *^4€««s AT^w*£?fi vwPiTft &              G£8££>fw£A DMTAD Ev ftAftfiRR«- ft«- äOAV HftUAftft A KTRSfiit^f 3U CPwAftP A. 3TCv2C!t                                                                                                       *L                                                                                                  n taOPPOflo Hft&P P. ApnirET «iggk^vA II CApvMJhjisrfe SCTW ÄARPftCft ***** * *v£i«£1*             LAÄfipM LJMftft£»t££ 5 KAA3« f«*Ö A ««RTwPCa             o^aOSa ^aRSP a- Rv^aam {LWCCWE A ^AftA APi^^OrS £«n ^ 0i^aca JM£9 PÖi-C. ^TpfnCl^ ft Oav^S ^^.ftBCRC oavök«-^ c« WRTfCt B, CS5ft¥A#«>«         U-         *6. £^****Ä2 AL^UkNßSR SkaanCS IUAr f. STft*£££# m» SwipbCR watm£ w. Yu         |i. C^JUK* vcrrRCT K*c««p B. iMJfPEOBBB NJCRaE^ f. *OF &£iAitAft£ &A* Cn»T The Honorable Richard H. Bryan United States Senate 3£4 Russell Senate Office Building Hashington, D.C. 20510 Oear Senators Kerry and Bryan:            I am writing in response to the qaestions you raised at Tuesday's Senate Commerce Committee hearing about remarks attributed to me in the February IS edition of USA Toäay. The article asserts that I warned the industry ""might return to practices such as cartoon advertising if Congress falls to graut protection from lawsuits."" As the attached transcript shows, this was a completeiy inaccurate account of the remarks I made.  i            On Februaxy 17, J raet with a grcup of reporters to discuss the industry's position regarding the civil liability provisions of the proposed tobacco resalution. Along with many Constitational scholars, we believe that many of the advertising and marketing restrictions contained in the June 20 proposed resolution cannot be Implemented without industry agreement because of Constitutional protections. The purpose of the briefing was to educate reporters about this matter and also to   CO   o\   cn   NO   KD   KD   KD  O'J"
"Tobacco800";"adn64a00-page02_2";"NextPage";"Mar-02-88 13:47 Fr ca-                           mZMimS        T-S35 P.83/57 =-544    Wac«t£u-, Liptön, Rosen & Katz The Honorsble John F. Kerry iThe Hcncrable Richard U* Brvan ^February 27, 1333 Page 2       discuss the important economic and legal reasons why che civil liability provisions vere incorporated in the June 20 agreement«                  Seme reporters attended the briefing in person, others joined via a talephone hcok-up- The briefxng was rape rscorded.       Quring the session, David Rosenbaom of The New York Times asked me the following guestion:                  ""It sonnds to me as i£ what you're saying is, xf you don/t get protection from lawsuits, then you're going to return to having cartoon characters in ads and celebrities,'and continue to have billboard^ads, and you7 re going to do all things that you've säid in the settloment, you've agreed in the settlement not to do.                  Xs that a correct Interpretation?^                  After repeating the question for reporters who were participating by telephone, I answered:                   ""There are certaxnly going to be some things that the industry will continue dning that critics of the industry would not like to have going on. I can't teil you what tfaey will be. And each Company is going to have to reach that deeision individually, (Emphasxs added.)                  As is plain from the relevant excerpt of the transcript (which I enclose), I did not discuss any specific advertising or marketing practxces the industry might continue if there Is no legislated tobacco settlement. None of the Companies is currently usxng cartoon advertising and I spoke only of the . industry continuing to do some of the things it is currently doing.                  It was the USA Today reporter who inferred, incorrectly and unfairly, that I had cited cartoon characters. It was therefore wrong for USA Today to claim that I had opened the possibility of a return to the use of cartoon characters. X would further note that none of the other reporters who attended the briefing wrote aboat the alleged ""warning"" that USA Today exted. I hope you will agree that more Important than this misunderstanding by one newspaper about my remarks was the testimony Tuesday by the tobacco Company chief executive orficers that they would not use cartoon characters in the future.                                                                                      VD                                                                                      VD 865922"
"Tobacco800";"adn64a00-page02_3";"NextPage";" &f-82-5S 13^47 FfßS-  +ZSä234T8S5S  T-635     P-S4/37     F-544 Wackteu-* LiPTO«, Rqssn & Katz The Honorable John F. Kerry The Honorable Richard H- Bryan February 27, 1998 Page 3                X eertainly understand your concern abaut the remarks attribuxed to me in the newspaper. I hope that this letter clarifies what I actually *said.    MGKstv    Enclosure    cc:   The  Honorable  John HcCain, Chairman          The Honorable Emest F. Hollings, Rankiog Member          The Honorable Spencer Abraham          The Honorable John Ashcroft          The Honorable John B. Breaux          The Honorable Sam Brownback          The Honorable Conrad Surns          The Honorable Byron h. Borgen          The Honorable Wendell B, Ford          The Honorable Bill Frist          The Honorable Slade Norton          The Honorable Kay Bailey Hutchison          The Honorable Daniel K. Inouye          The Honorable Trent Lott          The Honorable John D. Rockefeiler IV          The Honorable Olympia JT Snowe          The Honorable Ted Stevens          The Honorable Ron Wyden 86592300"
"Tobacco800";"adp7aa00";"FirstPage";"                              INSTITUTE OF STOMATOUOGICAL RESEARCH                                       211 SUMMIT AVENUE BROOKLINE 46, MASSACHUSETTS ASpinwall 7-4641 OFFICE OF THE DIRECTOR   February 13, 1964   Dr. Robert C. Hockett Associate Scientific Director Tobacco Industry Research Committee 150 East Forty Second Street New York 17, New York   Dear Dr. Hockett:   Please find enclosed a formalized proposal which represents the core dftthe larger proposal, also enclosed.   If you (TIRC) are truly interested in an integrated program from the oral cavity to the blood stream, I suggest that the larger proposal be considered. From our point of view it represents a great deal of effort with the highest probability of making a concrete contribution to the uniqueness of the cigarette smoking phenomenon.   Any efforts that you can make to focus your Advisory Board1 s Cooperation in this direction will be appreciated.   It appears töatfnp' thai.yöü:.and Dr. Little are in an advantageous position to work with N. C. I. on recommendationsand cooperative undertakings. With Dr. Kotin on your board an ideal liason could be effected with N. C. I. and other groups in N. I. H. who are concerned with these problems.   In terms of capability we have the confidence that we are in a better position than most to tool up and redirect our efforts without sacrificing existing programs.   Very truly yours, Vincent F. Lisanti   Director   VFL/aw                        ""'ZP                                                      -  ----------------------- Encl."
"Tobacco800";"adq65f00";"FirstPage";"                             Batten, Barton, Durstine Osborn, Inc.                                    ELdorado Beo 383 Madison Avenue, New York 17, New York                                                    <iA,d'vertising                                                    June 22, 1954-                     Memorandum to:                     Mir* V» J, Boot                     The American Tobacco Company                    Dear John:                    This is to adyise you of the first use of the followlng TV film cormnercialt                    Gomaereial No. Talent                First ffse                         #824         Sam  Snead       June 21,  1954                                      (on •'Robert Mont-gomery Presents"")                   co: T, Gumings K. Tfinn B. Haber                          H.  Caruthers  Cordially, H. Trariesas BOSTON * BUFFALO ■ CHICAGO * MXVELAJfD »DETROIT ■ HOLIVWGOB ■ LOS ANGELES * aa NN ISA PO US * kEW YORK * PlTlSBÜLflH * SAM IRANCUuQ - «LACüt!"
"Tobacco800";"aeb95e00";"FirstPage";"  Ing. BARZANÖ f ZANARDO deil'Aw. Ing. Umberto An.oni di Srondeilo                                                  Roms ■ Riilsna 532r V                    j   T  A LY                                                                  NO LECALIZATiON REQUIRED     LETTER OF AUTHORIZATION                                     LETTERA       DTNCARICO  The under signed ?hil_iD,..Mpxris.. I.nCOrporated. sottoscritt ........................ a~cjarnoxa.i:ian.. Grganiz.&d...under...£he          ................................... X.aKS....Q.f....tb.e..S.täte...of.. Virginia.,... U. S. A...............................  domiciled in .lQO...Par.k...Avaaue.,....New.. XP.?b.i...New._.Yo.rlc..l0_017>..U          ....  confirm(s) having authorized your Office since  to file in Italy at one of the Chambers of Commerce, Industry, Craftmanship and Agriculture or at the Central Patent office, an application for domiciliat  in conferma di aver incaricato codesto Ufficio sin dal ..................................................... di depositare in Italia presso una delle Camere di Commercio, Industria, Artigianalo e Agricol-tura o presso l’Ufficio Centrale Brevetti la do-manda di ................................................ and to do everything necessary for the allowan-ce of said application and for the acknowledg-ment of the rights and powers derived there-from in respect of the Ministry of Industry, Commerce and Craftmanship (presentation of docu-ments, payments of taxes, requests for certificates and certified copies, requests for repayments and cashing of the sums repaid, filing of applications for patents of addition, modification or with-drawal of the applications, collection of gran-ted patents and relative docunvents, filing and documentation and withdraival of the appeals to the Commission established by Art. 71 of the Royal Decree of June 29, 1939, No. 1127). For uihich purpose the undersigned elect(s) domicile at your address, to ichom therefore there may be sent directly from the Ministrv of Industry, Commerce and Craftmanship any Communications and requests, and may be made, if necessary, any request and delivery of docu- ments. Qateci this 30 day of September 1974.    Seal ' e di fare quant’altro occorra per l’accoglimento della domanda stessa e per il risonoscimento dei diritti e delle facoltä che da essa derivano nei rapporti col Ministero delVIndustria, del Commercio e dell'Artigianato (presentazione di do-cumenti, pagamento di tasse, richieste di certifi-cati e di copie autentiche, richieste di rimborso e riscossioni delle somme ammesse al rimborso, presentazione di domande di brevetti completivi, modificazione o ritiro delle domande, ritiro dei brevetti rilasciqti e dei documenti relativi, presentazione e documentazione e ritiro dei ricorsi alla Commissione di cui alVArt. 71 del Decreto reale 29 Giugno 1939, No, 1127).    A tale scopo  sottoscritt  eiegg..................... domicilio presso codesto Ufficio al quäle per-tanto verranno fatte direttamente dal Ministero dell'Industria, del Commercio e delV Artigianato tutte le comunicazioni e tutte le richieste e le consegne di documenti che si rendessero neces-sarie.  PHILIP MORRIS INCORPORATED    'vNonaT. Laadrv                                                                /"
"Tobacco800";"aee44c00";"FirstPage";"FROM WACHTELL LIPTON ROSEN                    (FBI) 7.31' 98 16:4a 16:40/NO. 4861315913 P 2          ^                                                                                                                     fr Wächtell, Lipton, Rosen & Katz                                        i MARTIN Lrfttö« HERBERT H. vwmJM'TSVU VwrtPOTO gewertz fiCANARP W, KtiSSBAUM AiCHAftD cl üatowG« DOLiaiAD fl. UEflHAF*KY STEVEN N. ftAftNA. CHAACK« Tf MtDERRlCK GKAIM _r. rORTOANG PETER C, CANCLLOa MfCHAEL W. SCK\VARTS ALLAN A. UABTIH ftA*AV A. BKVtR LAWRENCE B. PCPOWIT2 MöfiRT B. PAUL VcEGARmöRoo, Jä. ftfctE* £* fiELM KAR61*0 fl, MflVmOrft DAVID H. EINHORN KENWCTH O. PÖRBE9T HEYElt «* KöftLöW THcoaflPiC «i MLRWI» EfcrwAftÖ D. NCRLWY RlcKAftb D. feintucm BANlfcL A. NttFF ERJC M» ROTH WAFIHLH Tt> ST Eft H *NDREW Rv BNOWNSTCIH MICHAEL Hr BYOWITE PAUL K, ROWC MICHAEL &. aEMKtft MAfcfi WOLlnAkt DAVID DKUEPlSTim PATftiCtA a V4ARM11B «TKPHEN Gi OEU-UAM SETH A> KAPLAN feAnoAfiA AQVEm« STEVEN A-ROSEHBUiM FÄWELa fl* myhon STEPHAN Jt acuöH*H ERIC 9- ROBfNSOt* CLUOTT V* 6TEIH JOHN F. SavARKEE SCOTT K. ChARV» ANDREW C- HOUSTON ftHOJft MIKDLIN DAVID fl. MfclLL JODI Jv flCKW«rx ADAM G. CMMEft*CH CRAlfl H. WAflflCHMAN ITÜU El CH ihr GEORGE Ti CDHwAY m RALPH M. LEVEME RICHARO (L UftSOR KAREN 0-KRUEGER DÖUDLAÄ K* MAYflR PAVfD Hp fliUt HOBIN PAHOYKA DAtflG Ai KATZ MITCmrlL «p PRCSSCR ILKNE KNADLE GOTT3 JEFFREY ft* flOFFA DAVID M. MURPHY JEFFREY bLWlHTNflft                                                        Bl WEST S3ND STREET                                                      NEW YORK, K.V- lOCia-eiSO TElCPHQNEI {£*£> #03-1000 FAGSiMILE:  (ÄI5I  403-2000                                                         227 WEST MÖNHQE STREET Chicago, Illinois eoeoe TELEPHONE; oiii aac-aoao                                                         FAGS1MILE; {ZI«) ÄflÖ-ÖD&S  G79RCE A» KATZ<l8fl5-fflaftl H. raoELRo« ft»9?-J9d)}                                                    JuXy 31, 1998  SENT VIA FAX  Attorney General Michael Moore State of Mississippi Office of the Attorney General Carroll Cartin Justice Building P. O. Box 230 Jackson, Mississippi WILLIAM T* ALLEN* LAWRENCE P. Kl NB ftflTfcft D- McKENNA   COUNÄCL          NDR MAN REDLICH JOHN Mi HICHMAH LEONARD H. PO*Chi AHV ft, WDLE MICHAEL fli KAT2KE. DCQORAJJ L. PAUL Tftt!v0H fl* MORWITZ TGNk ft* AEAUcr STEVEN Ht ARRAMGWITZ AHäoULY A, ftOBltt* fituAJtr C. BARMAN YöCHFVED COrtCN n«n M.GCftMANA b*inp r, UWE ANDREW J- HUflflflAGM MAC HELLE fltLVEftACRG flTCftMEN A. BLACKLÖCK9 PAVfD C. BR VAN STEVEN A. CQMEN ERIC W. FftEflfl C&AViN D* flOLDTAR ADRIENNE ATKlNflOM jiiorrH a* reo »tu** LAWRENCE GERBCKWEft OfcVlQ Ci KARft BARBARA fl. KpML MIRJAM ft* LDKGCMAMp HOWARD K MERDELkAmP m> EDWARD A. flTEUKfln ELISABETH £* STEPP AEltM K. warFOPD MARC P- ASHLCY JQflKUA ft* CAM MAKER &£TU CASDMEE3 MARK GQftOON BAftftY ft. KLEINER JQflEPK Da LAA30N LAWRENCE fl* MwgW YHAO ft* mATLOCK -TflANNpMAftlfl O*« ft ICH KELAMtC Vr QXUQftK JA RED n. AUAmaM EUGENE Pi STEIN 3 MCE NA WRJGHT LAflA AOAMBpAtfl GCOTT L* ftVACK JAMES COLE* Jft. flTCPKCN ft- DiPpiHA DAVID UELflflCRG DQUÖLAS C. FftCCMAN HANGT BiGftttNBAUM EAlIL KUMAft FRANK L. MILIZ* ARMEE ft-ftAftft JUUUfl R*fl£MWARZ ALEAANDEft flKAKNCfl KEVIN ft. AHEtTNAN SARAH t flTRAflflER OAftV m. fiWIDL» WAYHE tt, YU HICOlE t, CLAHK BftUCE M* OOLbBCROER ^efvreY Ri GOLDEN KICHARÖ D.. HARDEaftEE Michael r. maslansky Tor d^laware sah only Dear General:            The lobbying disclosure provisions that are part of the recent amendment to the Mississippi Settlement Agreement call for industry disclosures on the first of February, May, August and November. Given the relatively short notice that Companies have had on these new requirements in Mississippi, various members of the industry are encountering difficulty in meeting the August 1 deadline* I would respeotfully request that in the instance of this first disclosure only, the signatories of the agreement be pemitted an extension to August 14, 1998* Your assistance on this would be greatly appreciated. MGK:tv                                                                                                             CO                                                                                                             CH                                                                                                             CO                                                                                                             ro                                                                                                             -p*                                                                                                                                         o                                                                                                             cn                                                                                                                                         vo"
"Tobacco800";"aeq93a00";"FirstPage";"                ffiC'ß JAN 1 S jyyg [gf Inter-office Memorandum   Subject:   To:  Brazil - Monsanto Filter                                     Date:     January 16,  1979            Project No.:     III-78-BR-6   t [jJ  Mr. L. C. Cook                                                   From:    R. D,   Gourley        Re:   Filtration    Efficiency  of Vila Rica  Filter        Preliminary guidelines for      the Monsanto  filter   development progratn    specified a filtration efficiency equivalent to the 3.3/52,000 Estron tow filter presently utilized on the Vila Rica KS brand. To provide the filter development personnel with this information, RJRTB (Santa Cruz) was requested to fabricate products as follows and send them to Tobacco Development for analyses.        1.   Vila Rica KS cigarettes with 11  mm. 3.3/52,000 filters.        2.   Vila Rica KS cigarette rods (no     filter).        3.   Regular production 66 mm. filter rods - 3.3/52,000       tow.        The   following represents analytical      data compiled from  smoke analyses    of Segments 1 and 2     and also includes the physical    evaluation conducted    on the filter rods.        1•   Filter Rod Specifications:             a.  Length, mm.              -      66.0             b.  Size, mm.                -      24.33             c.  Weight Group Av., gms. -          0.4924             d.  Pressure Drop,   mm.     -              226.7         (7.41 Inches) Smoke Analysis:            Rod    Rod         Removal           No Filter With Filter (Percent)         a. Tobacco Rod Burned. mm. 51     51                            b. Puffs/Cigt.             7.2        7.8       8.3 (Increase)  c. TPM (Wet), mg./cigt.   24.0    16.4        31.7              d. Nicotine, mg./cigt.    1.06        .85     19.8              e. FTC ""Tar"", mg./cigt.   20.3    14.2        30.1 (Filtration  Efficiency)    /mhc    cc: Mr. T. H. Eskew^ Mr. C. N. Pitzer Mr. J. W. Pryor                  Mr. J. D. Phillips                                                                 R. D. Gourley                                                                                                                                                               ©                                                                                                                                                               tu RJRt FORM 2422-Rav. 7/70"
"Tobacco800";"aex05f00_1";"FirstPage";"           Daniel & Charles Associates. Ltd.            261 MAD1SON AVI NU f. NEW YORK, NEW YORK 1(1016 |212)M01-0200                                                   September 12, 1978 Mr. Robert Costello The American Tobacco 245 Park Avenue  Company New York, N.Y. 10017 Dear Bob: Attached is the revised         1978 eetimated monthly experfdithres for newspaper advertislng,       As we dlscussed, the newspaper budget has been reduced by $412,000 from $2,919,000 to $2,507,000 due to the follovlng:             - cancellation of the TV log/franchtse echedules from September 11 to October 13.             - rebatee due to lower corporate eamed rates.             - savings due to N.Y. newspaper strlke * through September S.             - contlngency reduction from $26,000 to $10,000.       Please let us know if you need any further Information. Media Planner MS/zd ce:    R.  Adler       R. Brown       1.   Waks"
"Tobacco800";"aex05f00_2";"NextPage";"DANIEL & CHARLES ASSOCIATES LTD. January February Harch April May June July August Septehflber October November December  TAREYTON Liqhts/TAREYTON Long Llcrhts 1978 ESTIMATED MONTHLY EXPENDITURES FQR NEWSPAPER ADVERTISING          Net Space Costs ($000)  TAREYTON  LjghtS  $       7                                                                                                     7 11          3          4 4 4        282        358        341        153        169  TAREYTON Long Lights  246  289  297  153  169 $              1,343           $ 1,154           'j tf Cf_ Contingency $                                                2                                                4                                                2                                                2  Total  $      7                                                                                                       7 11         3         4 4 4                                                                                                528                                                                                                649                                                                                                642                                                                                                308                                                                                                340  $2,507 9/12/78"
"Tobacco800";"afm90c00-first_1";"FirstPage";" THE  J AMERICAN TOBACCO COMPANY 4                C A R L T O N ■ L V C K V S T « / K E ■ PALL MALL ■ T A R H 1' T O .V                   Mr. Al Magnane                   Senior Vice President                   Laurence, Charles, Free and Lawson                   261 Madison Avenue                   New York, New York 10016                   Dear Al:                   This will confirm several of the issues, some old some new, brought-up at our meeting yesterday.                   As discussed, the Agency is to consider these matters and prepare a formal response on your position and recommendations to American Tobacco Co.                   Specifically:                   A)   Advertising   of the  3 mg. 100 Change.                   B)   Advertising   of a Conversion to International Label.                   C)   Dissolution   of the  FTC Report Apparatus.                       - how to handle an increasingly absolete source of Claim substantiation.                       - what if continued use of ""U.S. Gov’t"" is prohibited.                       - what if the only future third party verifier/tester is a tobacco industry report; how is that presented credibly.                   D)   NOW 100’s Drops to   2 mg.                       S1X STAMFORD FORUM P.O. BOX 10380                       STAMFORD CONNECTICUT 06904-2380 203 325 4900                                                                            March 5, 1987 970129435 PRODUCED FROM B&W WEB SITE"
